handle,title,field,target,brands,occurrences,needs_review,review_reason,before,after
chaise-de-bureau-mi-hauteur-en-velours-avec-dossier-coquille,Chaise de bureau mi-hauteur velours forme festonnée pivotante,en_body,metafield:custom.body_html_en,Aosom,1,false,,"<div><p>Choose the Aosom comfy swivel chair for your office, designed for both leisure and work. Featuring a curved line design, breathable hollow-back, thick padding, and soft fabric, it ensures long-lasting comfort. The adjustable seat height, combined with a high-end gas lift and swivel wheels, allows easy movement and a personalized sitting experience.</p><h3>Key Features:</h3><ul><li>Simple line design with thick padding for extra comfort</li><li>Soft and chic velvet-touch fabric</li><li>Scallop shape with stitching creates a relaxed, stylish look</li><li>Breathable hollow-back design enhances airflow</li><li>Adjustable seat height to fit your desk and sitting style</li><li>Swivel wheels and seat for easy, quick mobility</li><li>Durable polyester material construction</li><li>Assembly required</li></ul></div>","<div><p>Choose the comfy swivel chair for your office, designed for both leisure and work. Featuring a curved line design, breathable hollow-back, thick padding, and soft fabric, it ensures long-lasting comfort. The adjustable seat height, combined with a high-end gas lift and swivel wheels, allows easy movement and a personalized sitting experience.</p><h3>Key Features:</h3><ul><li>Simple line design with thick padding for extra comfort</li><li>Soft and chic velvet-touch fabric</li><li>Scallop shape with stitching creates a relaxed, stylish look</li><li>Breathable hollow-back design enhances airflow</li><li>Adjustable seat height to fit your desk and sitting style</li><li>Swivel wheels and seat for easy, quick mobility</li><li>Durable polyester material construction</li><li>Assembly required</li></ul></div>"
buffet-de-ferme-avec-portes-de-grange-meuble-de-rangement-cuisine,Buffet campagnard avec portes de grange et tiroir,fr_body,body_html,Aosom,1,false,,"<p>Enjoy relaxing indoor time with this farmhouse styled sideboard from Aosom.  Credenza with an enclosed cabinet and a spacious drawer provides additional storage space to store utensils, dry goods, magazines and more. Unique crossbuck is simply striking and sure to elevate your house's charm.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• The surface of this sideboard delivers a rustic style</li>
<li>• The crossbuck detail is sure to elevate your house's charm</li>
<li>• Comes with an enclosed cabinet and a drawer for different storage needs</li>
<li>• Quality MDF and particleboard</li>
<li>• Works beautifully as a buffet, storage cabinet and TV console</li>
<li>• Assembly is required</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: Distressed Brown</li>
<li>• Material: MDF, Particleboard</li>
<li>• Overall Dimensions: 31.5"" W x 15.75"" D x 31.5"" H (80 x 39.7 x 80 cm)</li>
<li>• Drawer Inner: 25.25"" W x 11.25"" D x 2.5"" H (64 x 28.5 x 6.3 cm)</li>
<li>• Cabinet Inner: 27"" W x 14.25"" D x 21.25"" H (68.5 x 36 x 53.8 cm)</li>
<li>• Weight Capacity:  90 lbs/41 kg (total), 15 lbs/7 kg (shelf), 31 lbs/14 kg (top), 9.9 lbs/4.5 kg (drawer), 20 lbs/9 kg (bottom)</li>
<li>• Item label: 835-468V80BN</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x Buffet Cabinet</li>
<li>• 1 x Manual</li>
</ul>","<p>Enjoy relaxing indoor time with this farmhouse styled sideboard. Credenza with an enclosed cabinet and a spacious drawer provides additional storage space to store utensils, dry goods, magazines and more. Unique crossbuck is simply striking and sure to elevate your house's charm.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• The surface of this sideboard delivers a rustic style</li>
<li>• The crossbuck detail is sure to elevate your house's charm</li>
<li>• Comes with an enclosed cabinet and a drawer for different storage needs</li>
<li>• Quality MDF and particleboard</li>
<li>• Works beautifully as a buffet, storage cabinet and TV console</li>
<li>• Assembly is required</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: Distressed Brown</li>
<li>• Material: MDF, Particleboard</li>
<li>• Overall Dimensions: 31.5"" W x 15.75"" D x 31.5"" H (80 x 39.7 x 80 cm)</li>
<li>• Drawer Inner: 25.25"" W x 11.25"" D x 2.5"" H (64 x 28.5 x 6.3 cm)</li>
<li>• Cabinet Inner: 27"" W x 14.25"" D x 21.25"" H (68.5 x 36 x 53.8 cm)</li>
<li>• Weight Capacity: 90 lbs/41 kg (total), 15 lbs/7 kg (shelf), 31 lbs/14 kg (top), 9.9 lbs/4.5 kg (drawer), 20 lbs/9 kg (bottom)</li>
<li>• Item label: 835-468V80BN</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x Buffet Cabinet</li>
<li>• 1 x Manual</li>
</ul>"
buffet-de-ferme-avec-portes-de-grange-meuble-de-rangement-cuisine,Buffet campagnard avec portes de grange et tiroir,en_body,metafield:custom.body_html_en,Aosom,1,false,,"<div class=""product-description""><p>Enjoy relaxing indoor time with this farmhouse styled sideboard from Aosom. This credenza with an enclosed cabinet and spacious drawer provides additional storage space to store utensils, dry goods, magazines and more. The unique crossbuck detail is simply striking and sure to elevate your house's charm.</p><h3>Key Features:</h3><ul><li>• Surface delivers authentic rustic farmhouse style</li><li>• Crossbuck detail elevates your home's charm and character</li><li>• Enclosed cabinet and drawer for versatile storage needs</li><li>• Quality engineered wood construction (MDF and particleboard)</li><li>• Works beautifully as buffet, storage cabinet or TV console</li><li>• Adjustable interior shelf to accommodate different items</li><li>• Perfect for dinnerware, flatware, linens and more</li><li>• Assembly required</li></ul></div>","<div class=""product-description""><p>Enjoy relaxing indoor time with this farmhouse styled sideboard. This credenza with an enclosed cabinet and spacious drawer provides additional storage space to store utensils, dry goods, magazines and more. The unique crossbuck detail is simply striking and sure to elevate your house's charm.</p><h3>Key Features:</h3><ul><li>• Surface delivers authentic rustic farmhouse style</li><li>• Crossbuck detail elevates your home's charm and character</li><li>• Enclosed cabinet and drawer for versatile storage needs</li><li>• Quality engineered wood construction (MDF and particleboard)</li><li>• Works beautifully as buffet, storage cabinet or TV console</li><li>• Adjustable interior shelf to accommodate different items</li><li>• Perfect for dinnerware, flatware, linens and more</li><li>• Assembly required</li></ul></div>"
cloison-4-panneaux-style-farmhouse-pliable-cadre-bois-170cm,Paravent pliable 4 panneaux style fermette,fr_body,body_html,Aosom,1,false,,"<p>Are you looking for some private space? This panel room divider from Aosom is a great solution for additional temporary privacy. The all-solid wood frame with X-shaped farmhouse patterns makes the wall divider robust and imparts a rustic feeling to your home. This partition divider features 9 hinges for easy folding and extending, creating a small enclosed private space within a corner or along a wall.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Great for creating a personal space or dividing up large rooms</li>
<li>• Folding design with 4 panels makes it easy to create a new look and saves space when stored</li>
<li>• Solid paulownia wood with X-shaped farmhouse patterns for solidity and a rustic feeling</li>
<li>• 9 metal hinges provide stability and ensure smooth extending and retracting</li>
<li>• Elevated feet for improved air circulation</li>
<li>• No assembly required</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: White</li>
<li>• Material: Paulownia Wood</li>
<li>• Overall Dimensions: 71.7"" L x 66.9"" H x 0.7"" D (182 x 170 x 1.8 cm)</li>
<li>• Folded Dimensions: 17.7"" W x 66.9"" H x 3"" D (45 x 170 x 7.7 cm)</li>
<li>• Each Panel Size: 17.7"" W x 66.9"" H x 0.7"" D (45 x 170 x 1.8 cm)</li>
<li>• Foot Height: 3.1"" (8 cm)</li>
<li>• Item Label: 830-347WT</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x Privacy Screen</li>
<li>• 1 x Manual</li>
</ul>","<p>Are you looking for some private space? This panel room divider from is a great solution for additional temporary privacy. The all-solid wood frame with X-shaped farmhouse patterns makes the wall divider robust and imparts a rustic feeling to your home. This partition divider features 9 hinges for easy folding and extending, creating a small enclosed private space within a corner or along a wall.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Great for creating a personal space or dividing up large rooms</li>
<li>• Folding design with 4 panels makes it easy to create a new look and saves space when stored</li>
<li>• Solid paulownia wood with X-shaped farmhouse patterns for solidity and a rustic feeling</li>
<li>• 9 metal hinges provide stability and ensure smooth extending and retracting</li>
<li>• Elevated feet for improved air circulation</li>
<li>• No assembly required</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: White</li>
<li>• Material: Paulownia Wood</li>
<li>• Overall Dimensions: 71.7"" L x 66.9"" H x 0.7"" D (182 x 170 x 1.8 cm)</li>
<li>• Folded Dimensions: 17.7"" W x 66.9"" H x 3"" D (45 x 170 x 7.7 cm)</li>
<li>• Each Panel Size: 17.7"" W x 66.9"" H x 0.7"" D (45 x 170 x 1.8 cm)</li>
<li>• Foot Height: 3.1"" (8 cm)</li>
<li>• Item Label: 830-347WT</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x Privacy Screen</li>
<li>• 1 x Manual</li>
</ul>"
cloison-4-panneaux-style-farmhouse-pliable-cadre-bois-170cm,Paravent pliable 4 panneaux style fermette,en_body,metafield:custom.body_html_en,Aosom,1,false,,"<p>Looking for some private space? This 4-panel room divider from Aosom is a great solution for additional temporary privacy. The all-solid wood frame with X-shaped farmhouse patterns makes this wall divider robust and imparts a rustic feeling to your home. This partition divider features 9 hinges for easy folding and extending, creating a small enclosed private space within a corner or along a wall.</p><h3>Key Features:</h3><ul><li>Great for creating a personal space or dividing up large rooms</li><li>Folding design with 4 panels makes it easy to create a new look and saves space when stored</li><li>Solid paulownia wood with X-shaped farmhouse patterns for solidity and a rustic feeling</li><li>9 metal hinges provide stability and ensure smooth extending and retracting</li><li>Elevated feet for improved air circulation</li><li>No assembly required</li><li>5.6ft height perfect for most residential spaces</li><li>Versatile style that works in living room, bedroom, or home office</li></ul>","<p>Looking for some private space? This 4-panel room divider from is a great solution for additional temporary privacy. The all-solid wood frame with X-shaped farmhouse patterns makes this wall divider robust and imparts a rustic feeling to your home. This partition divider features 9 hinges for easy folding and extending, creating a small enclosed private space within a corner or along a wall.</p><h3>Key Features:</h3><ul><li>Great for creating a personal space or dividing up large rooms</li><li>Folding design with 4 panels makes it easy to create a new look and saves space when stored</li><li>Solid paulownia wood with X-shaped farmhouse patterns for solidity and a rustic feeling</li><li>9 metal hinges provide stability and ensure smooth extending and retracting</li><li>Elevated feet for improved air circulation</li><li>No assembly required</li><li>5.6ft height perfect for most residential spaces</li><li>Versatile style that works in living room, bedroom, or home office</li></ul>"
table-de-salon-a-plateau-relevable-avec-rangements-104-cm,Table basse relevable moderne avec rangement caché,en_body,metafield:custom.body_html_en,Aosom,1,false,,"<div class='product-description'><p>Add chic, modern style and function to your living room or office with this Aosom lift top coffee table. The tabletop lifts up and forward to create a convenient floating desk, revealing a hidden storage compartment below. Built from particle board, it's designed to withstand long-term use. Stylish and functional, this coffee table with storage is perfect for placing in front of a couch or in a home office.</p><h3>Key Features:</h3><ul><li>Spacious rising tabletop creates a comfortable working area</li><li>Lift top coffee table with hidden storage space for home items</li><li>Three cube open shelves provide extra room for storage and display</li><li>Made of particle board with melamine surface for enhanced stability</li><li>Protective pads on tabletop and legs help prevent scratches</li><li>Adjustable tabletop height meets different needs and preferences</li><li>Rectangle design matches any decor style in your home or workplace</li><li>Assembly required</li></ul></div>","<div class='product-description'><p>Add chic, modern style and function to your living room or office with this lift top coffee table. The tabletop lifts up and forward to create a convenient floating desk, revealing a hidden storage compartment below. Built from particle board, it's designed to withstand long-term use. Stylish and functional, this coffee table with storage is perfect for placing in front of a couch or in a home office.</p><h3>Key Features:</h3><ul><li>Spacious rising tabletop creates a comfortable working area</li><li>Lift top coffee table with hidden storage space for home items</li><li>Three cube open shelves provide extra room for storage and display</li><li>Made of particle board with melamine surface for enhanced stability</li><li>Protective pads on tabletop and legs help prevent scratches</li><li>Adjustable tabletop height meets different needs and preferences</li><li>Rectangle design matches any decor style in your home or workplace</li><li>Assembly required</li></ul></div>"
buffet-moderne-avec-rangement-tiroirs-et-tablettes-ajustables,Buffet moderne avec rangement tiroirs et tablettes ajustables,fr_body,body_html,Aosom,2,false,,"<p>If you're lacking kitchen space but still need extra storage for all your dishes, appliances, or utensils, then Aosom storage cabinet with doors is a must-buy product for your home. The drawers and cabinets provide storage for all those extra kitchen supplies that have no place. The shelf inside this buffet cabinet is adjustable and removable if you have more oversized items you need to store. If you love to cook but have limited space, the Aosom office cabinet has got you covered.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Ample storage keeps your house organized and clean</li>
<li>• Three-level adjustable shelves meet various storage needs</li>
<li>• Suitable for kitchen, living room, bathroom to store utensils, stationery, or towels</li>
<li>• Robust material is easy to clean with a damp cloth</li>
<li>• Anti-tipping hardware ensures safety by securing to the wall</li>
<li>• Assembly required</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: Grey</li>
<li>• Material: MDF, Rubberwood</li>
<li>• Overall Dimensions: 39.8"" W x 15.7"" D x 33.5"" H (101 x 40 x 85 cm)</li>
<li>• Drawer Size (Inside): 10.4"" W x 11.2"" D x 3.1"" H (26.5 x 28.5 x 8 cm)</li>
<li>• Cabinet Shelf Size: 12.2"" W x 15"" D x 11.8"" H (31 x 38 x 30 cm)</li>
<li>• Tabletop Weight Capacity: 44 lbs. (20 kg)</li>
<li>• Shelf Weight Capacity: 17.6 lbs. (8 kg)</li>
<li>• Drawer Weight Capacity: 11 lbs. (5 kg)</li>
<li>• Overall Capacity: 154 lbs. (70 kg)</li>
<li>• Item Label: 835-511GY</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>1 x Sideboard</li>
<li>1 x Manual</li>
</ul>","<p>If you're lacking kitchen space but still need extra storage for all your dishes, appliances, or utensils, then storage cabinet with doors is a must-buy product for your home. The drawers and cabinets provide storage for all those extra kitchen supplies that have no place. The shelf inside this buffet cabinet is adjustable and removable if you have more oversized items you need to store. If you love to cook but have limited space, the office cabinet has got you covered.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Ample storage keeps your house organized and clean</li>
<li>• Three-level adjustable shelves meet various storage needs</li>
<li>• Suitable for kitchen, living room, bathroom to store utensils, stationery, or towels</li>
<li>• Robust material is easy to clean with a damp cloth</li>
<li>• Anti-tipping hardware ensures safety by securing to the wall</li>
<li>• Assembly required</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: Grey</li>
<li>• Material: MDF, Rubberwood</li>
<li>• Overall Dimensions: 39.8"" W x 15.7"" D x 33.5"" H (101 x 40 x 85 cm)</li>
<li>• Drawer Size (Inside): 10.4"" W x 11.2"" D x 3.1"" H (26.5 x 28.5 x 8 cm)</li>
<li>• Cabinet Shelf Size: 12.2"" W x 15"" D x 11.8"" H (31 x 38 x 30 cm)</li>
<li>• Tabletop Weight Capacity: 44 lbs. (20 kg)</li>
<li>• Shelf Weight Capacity: 17.6 lbs. (8 kg)</li>
<li>• Drawer Weight Capacity: 11 lbs. (5 kg)</li>
<li>• Overall Capacity: 154 lbs. (70 kg)</li>
<li>• Item Label: 835-511GY</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>1 x Sideboard</li>
<li>1 x Manual</li>
</ul>"
buffet-moderne-avec-rangement-tiroirs-et-tablettes-ajustables,Buffet moderne avec rangement tiroirs et tablettes ajustables,en_body,metafield:custom.body_html_en,Aosom,2,false,,"<p>If you're lacking kitchen space but still need extra storage for all your dishes, appliances, or utensils, then this Aosom storage cabinet with doors is a must-buy product for your home. The drawers and cabinets provide storage for all those extra kitchen supplies that have no place. The shelf inside this buffet cabinet is adjustable and removable if you have more oversized items you need to store. If you love to cook but have limited space, this Aosom cabinet has got you covered.</p><h3>Features:</h3><ul><li>• Ample storage keeps your house organized and clean</li><li>• Three-level adjustable shelves meet various storage needs</li><li>• Suitable for kitchen, living room, bathroom to store utensils, stationery, or towels</li><li>• Robust engineered wood material is easy to clean with a damp cloth</li><li>• Anti-tipping hardware ensures safety by securing to the wall</li><li>• Assembly required</li></ul><h3>Roomy Storage Design:</h3><p>This kitchen storage cabinet utilizes large drawers for utensils or napkins and door cabinets that offer optimal storage for plates, plastic containers, or pots and pans. The adjustable shelf is flexible and can be set to three different levels, allowing you to customize the position as needed.</p>","<p>If you're lacking kitchen space but still need extra storage for all your dishes, appliances, or utensils, then this storage cabinet with doors is a must-buy product for your home. The drawers and cabinets provide storage for all those extra kitchen supplies that have no place. The shelf inside this buffet cabinet is adjustable and removable if you have more oversized items you need to store. If you love to cook but have limited space, this cabinet has got you covered.</p><h3>Features:</h3><ul><li>• Ample storage keeps your house organized and clean</li><li>• Three-level adjustable shelves meet various storage needs</li><li>• Suitable for kitchen, living room, bathroom to store utensils, stationery, or towels</li><li>• Robust engineered wood material is easy to clean with a damp cloth</li><li>• Anti-tipping hardware ensures safety by securing to the wall</li><li>• Assembly required</li></ul><h3>Roomy Storage Design:</h3><p>This kitchen storage cabinet utilizes large drawers for utensils or napkins and door cabinets that offer optimal storage for plates, plastic containers, or pots and pans. The adjustable shelf is flexible and can be set to three different levels, allowing you to customize the position as needed.</p>"
table-basse-a-plateau-relevable-avec-rangement-cache,Table à café avec plateau relevable et rangement caché,en_body,metafield:custom.body_html_en,Aosom,1,false,,"<p>Add chic, modern style and function to your living room or office with this Aosom lift-top coffee table. The extending tabletop lifts up and forward to create a convenient floating desk, revealing a hidden storage compartment below. Built from engineered wood with melamine surface, it's designed to withstand long-term use.</p><h3>Key Features:</h3><ul><li>• Lift-top design with hidden storage compartment for storing home items</li><li>• Bottom open shelves offer extra storage and display space</li><li>• Spacious rising tabletop creates a comfortable working area</li><li>• Adjustable desk platform to meet your different needs</li><li>• Rectangle design matches any decor style in your home or workplace</li><li>• Made of particle board with melamine surface for great stability</li><li>• Protective pads between tabletop and legs protect surface and ensure security</li><li>• Assembly required</li></ul><p>Perfect in front of a couch or in a home office, this pop-up coffee table provides multiple work surfaces and storage options for your Canadian living space.</p>","<p>Add chic, modern style and function to your living room or office with this lift-top coffee table. The extending tabletop lifts up and forward to create a convenient floating desk, revealing a hidden storage compartment below. Built from engineered wood with melamine surface, it's designed to withstand long-term use.</p><h3>Key Features:</h3><ul><li>• Lift-top design with hidden storage compartment for storing home items</li><li>• Bottom open shelves offer extra storage and display space</li><li>• Spacious rising tabletop creates a comfortable working area</li><li>• Adjustable desk platform to meet your different needs</li><li>• Rectangle design matches any decor style in your home or workplace</li><li>• Made of particle board with melamine surface for great stability</li><li>• Protective pads between tabletop and legs protect surface and ensure security</li><li>• Assembly required</li></ul><p>Perfect in front of a couch or in a home office, this pop-up coffee table provides multiple work surfaces and storage options for your Canadian living space.</p>"
bibliotheque-enfant-avec-rangement-meuble-de-rangement-jouets,Bibliothèque enfants avec rangement tiroir roulettes,fr_body,body_html,Aosom,1,false,,"<p>Tired of books, comics, and toys all over your kid's room? Or does your child just need extra storage? This Aosom bookshelf for kids with storage can save the day. The large capacity can hold books, blocks, and toys, keeping the house neat and clean while saving space. This classroom bookshelf will help teach your kids to keep their rooms clean and encourage them to become organized. Stop throwing stuff under the bed or stepping on your kid's toys with this book rack.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Three-tier bookshelf, two storage cubes and a drawer – great for keeping clothes, books and toys</li>
<li>• An appropriate height lets kids reach for toys and books on their own</li>
<li>• Wheels underneath the drawer for easy movement</li>
<li>• MDF for a robust structure for security</li>
<li>• Smooth finish make clean effortles</li>
<li>• Hole at the back can be attached to the wall, proving extra stability</li>
<li>• Maximum load 66lbs (30kg), assembly required</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: Grey</li>
<li>• Material: MDF, Melamine, Nylon, Metal</li>
<li>• Overall dimensions: 23.5"" W x 11.75"" D x 35.5"" H</li>
<li>• Bookshelf size: 22.75"" W x 3.25"" D x 8.75"" H, 22.75"" W x 3.25"" D x 7.75"" H</li>
<li>• Storage compartment size: 11"" W x 11.25"" D x 7"" H</li>
<li>• Drawer size: 22.5"" W x 11.25"" D x 11.25"" H</li>
<li>• Weight capacity: 66 lbs.</li>
<li>• Suitable for kids 3-12 years old</li>
<li>• Safety Standard: ASTM F963, CPSIA, SOR</li>
<li>• Item Label: 311-048GY</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x Bookcase</li>
<li>• 1 x Manual</li>
</ul>","<p>Tired of books, comics, and toys all over your kid's room? Or does your child just need extra storage? This bookshelf for kids with storage can save the day. The large capacity can hold books, blocks, and toys, keeping the house neat and clean while saving space. This classroom bookshelf will help teach your kids to keep their rooms clean and encourage them to become organized. Stop throwing stuff under the bed or stepping on your kid's toys with this book rack.</p><h3>Features:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Three-tier bookshelf, two storage cubes and a drawer – great for keeping clothes, books and toys</li>
<li>• An appropriate height lets kids reach for toys and books on their own</li>
<li>• Wheels underneath the drawer for easy movement</li>
<li>• MDF for a robust structure for security</li>
<li>• Smooth finish make clean effortles</li>
<li>• Hole at the back can be attached to the wall, proving extra stability</li>
<li>• Maximum load 66lbs (30kg), assembly required</li>
</ul><h3>Specification:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• Colour: Grey</li>
<li>• Material: MDF, Melamine, Nylon, Metal</li>
<li>• Overall dimensions: 23.5"" W x 11.75"" D x 35.5"" H</li>
<li>• Bookshelf size: 22.75"" W x 3.25"" D x 8.75"" H, 22.75"" W x 3.25"" D x 7.75"" H</li>
<li>• Storage compartment size: 11"" W x 11.25"" D x 7"" H</li>
<li>• Drawer size: 22.5"" W x 11.25"" D x 11.25"" H</li>
<li>• Weight capacity: 66 lbs.</li>
<li>• Suitable for kids 3-12 years old</li>
<li>• Safety Standard: ASTM F963, CPSIA, SOR</li>
<li>• Item Label: 311-048GY</li>
</ul><h3>Package Includes:</h3><ul style=""list-style:none;margin-left:15px;"">
<li>• 1 x Bookcase</li>
<li>• 1 x Manual</li>
</ul>"
bibliotheque-enfant-avec-rangement-meuble-de-rangement-jouets,Bibliothèque enfants avec rangement tiroir roulettes,en_body,metafield:custom.body_html_en,Aosom,1,false,,"<div class='product-description'><p>Tired of books, comics, and toys scattered all over your kid's room? This Aosom kids bookshelf with storage can save the day. The large capacity holds books, blocks, and toys, keeping your home neat and organized while saving valuable space. This classroom-quality bookshelf helps teach children to keep their rooms clean and encourages them to become organized.</p><h3>Key Features:</h3><ul><li>Three-tier bookshelf, two storage cubes and a drawer - perfect for storing clothes, books and toys</li><li>Kid-friendly height lets children reach toys and books independently</li><li>Wheels underneath the drawer for easy movement and accessibility</li><li>Engineered wood (MDF) construction for robust, secure structure</li><li>Smooth finish makes cleaning effortless</li><li>Wall attachment hole at back provides extra stability and safety</li><li>Maximum load capacity of 30 kg, assembly required</li><li>Dimensions: 90 cm tall, perfectly sized for children</li></ul><p>This storage furniture encourages independence and playful organization in Canadian homes.</p></div>","<div class='product-description'><p>Tired of books, comics, and toys scattered all over your kid's room? This kids bookshelf with storage can save the day. The large capacity holds books, blocks, and toys, keeping your home neat and organized while saving valuable space. This classroom-quality bookshelf helps teach children to keep their rooms clean and encourages them to become organized.</p><h3>Key Features:</h3><ul><li>Three-tier bookshelf, two storage cubes and a drawer - perfect for storing clothes, books and toys</li><li>Kid-friendly height lets children reach toys and books independently</li><li>Wheels underneath the drawer for easy movement and accessibility</li><li>Engineered wood (MDF) construction for robust, secure structure</li><li>Smooth finish makes cleaning effortless</li><li>Wall attachment hole at back provides extra stability and safety</li><li>Maximum load capacity of 30 kg, assembly required</li><li>Dimensions: 90 cm tall, perfectly sized for children</li></ul><p>This storage furniture encourages independence and playful organization in Canadian homes.</p></div>"
miroir-sur-pied-147-x-51-cm-avec-cadre-pour-chambre,Miroir pleine longueur rectangulaire 147 x 51 cm avec cadre,en_body,metafield:custom.body_html_en,Aosom,2,false,,"<div><p>Want something to decorate your home? Our Aosom tall mirror for bedroom is what you need. This full size mirror is also a great gift for house-warmings, weddings, anniversaries, or birthdays. It will be an affordable choice to decorate your home, add lighting, and make your room more spacious. Bring our Aosom standing mirror home so that it will brighten the walls of your home.</p><h3>Features:</h3><ul><li>Full-sized mirror to show your whole look</li><li>Thick mirror for a gleaming and beautiful finish</li><li>MDF frame is strong for a mainstay in your home furniture</li><li>Pure colour finish blends into your bedroom, living room, hallway with ease</li><li>Foldable support bracket for secure floor standing</li><li>HD explosion-proof glass with 4-layer technology for clear, distortion-free reflection</li><li>Easy assembly required</li><li>Dimensions: 147 cm x 51 cm (58"" x 20"")</li></ul></div>","<div><p>Want something to decorate your home? Our tall mirror for bedroom is what you need. This full size mirror is also a great gift for house-warmings, weddings, anniversaries, or birthdays. It will be an affordable choice to decorate your home, add lighting, and make your room more spacious. Bring our standing mirror home so that it will brighten the walls of your home.</p><h3>Features:</h3><ul><li>Full-sized mirror to show your whole look</li><li>Thick mirror for a gleaming and beautiful finish</li><li>MDF frame is strong for a mainstay in your home furniture</li><li>Pure colour finish blends into your bedroom, living room, hallway with ease</li><li>Foldable support bracket for secure floor standing</li><li>HD explosion-proof glass with 4-layer technology for clear, distortion-free reflection</li><li>Easy assembly required</li><li>Dimensions: 147 cm x 51 cm (58"" x 20"")</li></ul></div>"
